CookerStat, GenerateAssetRegistry=0.023734, Initialize=0.127327, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_0, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Saved/Autosaves/Game/SideScrollerBP/Maps/SideScrollerExampleMap_Auto1.umap, AutoPackageBackupDelegate=24.202045, FlushAsyncLoading=0.017639, FlushStreamingFunc=0.057410, BlockTillAllRequestsFinished=0.006095, ResetLoadersForSaveUnMarkAllObjects=69.963997, TagPackageExports=3.610101, BeginCacheForCookedPlatformData=0.007056, SerializeImports=2.740931, GatherLocalizableTextData=12.694370, MarkNames=0.095576, SerializeSummary=0.023413, SerializeNames=0.476278, SerializeGatherableTextData=0.035923, BuildExportMap=0.279032, SortExportsNonSeekfree=0.385515, SortExportsSeekfreeConstructor=0.075050, SortExportsSeekfreeInner=26.976011, SortExportsSeekfree=0.011228, BuildDependencyMap=0.113215, SerializeImportMap=0.058692, SerializeExportMap=0.038486, SerializeDependencyMap=0.008978, SerializeStringAssetReferenceMap=0.002246, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.069304, SerializeExports=20.815811, SerializeBulkData=283.164612, MoveFile=4.089590, UnaccountedTime=0.234772, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_1, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Saved/Autosaves/Game/SideScrollerBP/Blueprints/SideScrollerCharacter_Auto1.uasset, AutoPackageBackupDelegate=3.602725, FlushAsyncLoading=0.048112, FlushStreamingFunc=0.056446, BlockTillAllRequestsFinished=0.006415, ResetLoadersForSaveUnMarkAllObjects=0.225473, TagPackageExports=9.737909, BeginCacheForCookedPlatformData=0.006735, SerializeImports=11.898965, GatherLocalizableTextData=8.053131, MarkNames=0.082746, SerializeSummary=0.122838, SerializeNames=1.041081, SerializeGatherableTextData=7.600904, BuildExportMap=0.257865, SortExportsNonSeekfree=0.967313, SortExportsSeekfreeConstructor=0.055164, SortExportsSeekfreeInner=20.803627, SortExportsSeekfree=0.009302, BuildDependencyMap=0.087239, SerializeImportMap=0.022128, SerializeExportMap=0.094935, SerializeDependencyMap=0.018924, SerializeStringAssetReferenceMap=0.003207, SaveThumbNailsAssetRegistryDataWorldLevelInfo=18.606968, SerializeExports=13.955787, SerializeBulkData=0.013150, MoveFile=1.736414, UnaccountedTime=0.158120, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_2, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Saved/Autosaves/Game/SideScrollerBP/Maps/SideScrollerExampleMap_Auto2.umap, AutoPackageBackupDelegate=46.355618, FlushAsyncLoading=0.014752, FlushStreamingFunc=0.056770, BlockTillAllRequestsFinished=0.006091, ResetLoadersForSaveUnMarkAllObjects=65.839134, TagPackageExports=1.132164, BeginCacheForCookedPlatformData=0.002887, SerializeImports=3.491111, GatherLocalizableTextData=10.952823, MarkNames=0.089806, SerializeSummary=0.019882, SerializeNames=0.492636, SerializeGatherableTextData=0.037204, BuildExportMap=0.631832, SortExportsNonSeekfree=0.470508, SortExportsSeekfreeConstructor=0.075050, SortExportsSeekfreeInner=25.695675, SortExportsSeekfree=0.008337, BuildDependencyMap=0.107445, SerializeImportMap=0.068314, SerializeExportMap=0.094295, SerializeDependencyMap=0.008982, SerializeStringAssetReferenceMap=0.002246, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.028568, SerializeExports=11.464704, SerializeBulkData=274.441803, MoveFile=1.884591, UnaccountedTime=0.172872, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_3, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Saved/Autosaves/Game/SideScrollerBP/Blueprints/SideScrollerCharacter_Auto2.uasset, AutoPackageBackupDelegate=3.430173, FlushAsyncLoading=0.013471, FlushStreamingFunc=0.048429, BlockTillAllRequestsFinished=0.005774, ResetLoadersForSaveUnMarkAllObjects=0.163570, TagPackageExports=9.098057, BeginCacheForCookedPlatformData=0.008021, SerializeImports=11.138521, GatherLocalizableTextData=8.266091, MarkNames=0.085637, SerializeSummary=0.017639, SerializeNames=0.924654, SerializeGatherableTextData=0.422399, BuildExportMap=0.246637, SortExportsNonSeekfree=0.945184, SortExportsSeekfreeConstructor=0.015393, SortExportsSeekfreeInner=24.259459, SortExportsSeekfree=0.008658, BuildDependencyMap=0.078898, SerializeImportMap=0.021487, SerializeExportMap=0.045542, SerializeDependencyMap=0.012506, SerializeStringAssetReferenceMap=0.001926, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.686269, SerializeExports=13.138257, SerializeBulkData=0.012830, MoveFile=1.836162, UnaccountedTime=0.318483, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_4, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/SideScrollerBP/Blueprints/SideScrollerCharacter.uasset, AutoPackageBackupDelegate=1.123827, FlushAsyncLoading=0.011224, FlushStreamingFunc=0.095256, BlockTillAllRequestsFinished=0.014111, ResetLoadersForSaveUnMarkAllObjects=0.142083, TagPackageExports=8.329921, BeginCacheForCookedPlatformData=0.004489, SerializeImports=9.614430, GatherLocalizableTextData=8.858151, MarkNames=0.068959, SerializeSummary=0.016998, SerializeNames=0.296030, SerializeGatherableTextData=10.485202, BuildExportMap=0.296351, SortExportsNonSeekfree=1.102660, SortExportsSeekfreeConstructor=0.068955, SortExportsSeekfreeInner=19.533228, SortExportsSeekfree=0.008017, BuildDependencyMap=0.078898, SerializeImportMap=0.019561, SerializeExportMap=0.050355, SerializeDependencyMap=0.012830, SerializeStringAssetReferenceMap=0.002246, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.225388, SerializeExports=12.158111, SerializeBulkData=0.010587, MoveFile=3.451020, UnaccountedTime=1.890685, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_5, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/SideScrollerBP/Blueprints/SideScrollerCharacter.uasset, AutoPackageBackupDelegate=1.085337, FlushAsyncLoading=0.002567, FlushStreamingFunc=0.025660, BlockTillAllRequestsFinished=0.003528, ResetLoadersForSaveUnMarkAllObjects=0.142083, TagPackageExports=8.403044, BeginCacheForCookedPlatformData=0.004489, SerializeImports=9.928741, GatherLocalizableTextData=8.768033, MarkNames=0.099745, SerializeSummary=0.026301, SerializeNames=0.394493, SerializeGatherableTextData=0.121236, BuildExportMap=0.234451, SortExportsNonSeekfree=1.214914, SortExportsSeekfreeConstructor=0.063501, SortExportsSeekfreeInner=19.392752, SortExportsSeekfree=0.008658, BuildDependencyMap=0.078898, SerializeImportMap=0.020847, SerializeExportMap=0.050034, SerializeDependencyMap=0.012830, SerializeStringAssetReferenceMap=0.002243, SaveThumbNailsAssetRegistryDataWorldLevelInfo=31.204477, SerializeExports=12.452223, SerializeBulkData=0.011224, MoveFile=1.662325, UnaccountedTime=8.021701, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_6, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/SideScrollerBP/Maps/SideScrollerExampleMap.umap, AutoPackageBackupDelegate=1.197275, FlushAsyncLoading=0.003207, FlushStreamingFunc=0.144005, BlockTillAllRequestsFinished=0.005454, ResetLoadersForSaveUnMarkAllObjects=53.855812, TagPackageExports=1.084700, BeginCacheForCookedPlatformData=0.002246, SerializeImports=2.344191, GatherLocalizableTextData=9.747211, MarkNames=0.078898, SerializeSummary=0.017319, SerializeNames=0.456072, SerializeGatherableTextData=0.032715, BuildExportMap=0.263959, SortExportsNonSeekfree=0.395134, SortExportsSeekfreeConstructor=0.062540, SortExportsSeekfreeInner=20.948277, SortExportsSeekfree=0.006095, BuildDependencyMap=0.095256, SerializeImportMap=0.054523, SerializeExportMap=0.038486, SerializeDependencyMap=0.008661, SerializeStringAssetReferenceMap=0.001922, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.932995, SerializeExports=5.427342, SerializeBulkData=179.757446, MoveFile=2.047841, UnaccountedTime=1.653347, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_7, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/ToyProjectContent/Blueprints/SideScrollerCharacter.uasset, AutoPackageBackupDelegate=0.069916, FlushAsyncLoading=0.003207, FlushStreamingFunc=0.023734, BlockTillAllRequestsFinished=0.003207, ResetLoadersForSaveUnMarkAllObjects=0.221945, TagPackageExports=8.256793, BeginCacheForCookedPlatformData=0.006095, SerializeImports=9.796600, GatherLocalizableTextData=7.413924, MarkNames=0.089481, SerializeSummary=0.015713, SerializeNames=0.299241, SerializeGatherableTextData=8.700676, BuildExportMap=0.237979, SortExportsNonSeekfree=1.155578, SortExportsSeekfreeConstructor=0.066712, SortExportsSeekfreeInner=19.633293, SortExportsSeekfree=0.009302, BuildDependencyMap=0.087559, SerializeImportMap=0.019245, SerializeExportMap=0.049070, SerializeDependencyMap=0.008982, SerializeStringAssetReferenceMap=0.001926, SaveThumbNailsAssetRegistryDataWorldLevelInfo=14.198255, SerializeExports=12.702066, SerializeBulkData=0.008017, MoveFile=1.409598, UnaccountedTime=1.790937, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_8, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/ToyProjectContent/Maps/SideScrollerExampleMap.umap, AutoPackageBackupDelegate=0.119310, FlushAsyncLoading=0.003207, FlushStreamingFunc=0.078898, BlockTillAllRequestsFinished=0.003528, ResetLoadersForSaveUnMarkAllObjects=49.856346, TagPackageExports=1.106184, BeginCacheForCookedPlatformData=0.002567, SerializeImports=2.476011, GatherLocalizableTextData=9.992566, MarkNames=0.073127, SerializeSummary=0.017639, SerializeNames=1.298942, SerializeGatherableTextData=0.037525, BuildExportMap=0.284806, SortExportsNonSeekfree=0.386477, SortExportsSeekfreeConstructor=0.058692, SortExportsSeekfreeInner=20.812609, SortExportsSeekfree=0.008017, BuildDependencyMap=0.097822, SerializeImportMap=0.050355, SerializeExportMap=0.036884, SerializeDependencyMap=0.020847, SerializeStringAssetReferenceMap=0.003207, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.020875, SerializeExports=13.842892, SerializeBulkData=164.802277, MoveFile=1.317866, UnaccountedTime=11.153277, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_9, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/ToyProjectContent/Blueprints/SideScrollerGameMode.uasset, AutoPackageBackupDelegate=0.068314, FlushAsyncLoading=0.003528, FlushStreamingFunc=0.057090, BlockTillAllRequestsFinished=0.005450, ResetLoadersForSaveUnMarkAllObjects=0.169024, TagPackageExports=0.292502, BeginCacheForCookedPlatformData=0.001926, SerializeImports=1.143392, GatherLocalizableTextData=0.365946, MarkNames=0.011869, SerializeSummary=0.009943, SerializeNames=0.060294, SerializeGatherableTextData=0.004813, BuildExportMap=0.050034, SortExportsNonSeekfree=0.023089, SortExportsSeekfreeConstructor=0.007059, SortExportsSeekfreeInner=4.308641, SortExportsSeekfree=0.008982, BuildDependencyMap=0.019565, SerializeImportMap=0.009943, SerializeExportMap=0.009302, SerializeDependencyMap=0.138231, SerializeStringAssetReferenceMap=0.004493, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.246957, SerializeExports=0.736069, SerializeBulkData=0.006735, MoveFile=1.338072, UnaccountedTime=2.030522, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
SavePackageTransactionId4DA7CCB04A6777D542AD41857EA888B0_10, Filename=../../../../../../Unreal Engine Projects/ToyProject/ToyScroller/Content/ToyProjectContent/Meshes/CubeMaterial.uasset, AutoPackageBackupDelegate=0.080179, FlushAsyncLoading=0.003528, FlushStreamingFunc=0.074409, BlockTillAllRequestsFinished=0.004169, ResetLoadersForSaveUnMarkAllObjects=0.160366, TagPackageExports=0.031751, BeginCacheForCookedPlatformData=0.001602, SerializeImports=0.782896, GatherLocalizableTextData=0.252411, MarkNames=0.005454, SerializeSummary=0.008661, SerializeNames=0.022769, SerializeGatherableTextData=0.004813, BuildExportMap=0.017319, SortExportsNonSeekfree=0.007696, SortExportsSeekfreeConstructor=0.007696, SortExportsSeekfreeInner=0.325218, SortExportsSeekfree=0.002887, BuildDependencyMap=0.007056, SerializeImportMap=0.007056, SerializeExportMap=0.006095, SerializeDependencyMap=0.000961, SerializeStringAssetReferenceMap=0.001285, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.568857, SerializeExports=0.141121, SerializeBulkData=0.004809, MoveFile=1.214273, UnaccountedTime=2.189923, RunGuid=RunIDE5F5268C40EECE068B445CAE92C10FBB
